array_type,time,element_size,checksum
MSarray_4, 0.320711, 704, 549770476255
geo, 0.003587, 720, 549770476255
mono, 0.003561, 720, 549770476255
sliced, 0.005468, 720, 549770476255
SQ, 0.004001, 720, 549770476255
HAT, 0.038089, 720, 549770476255
MSarray_2, 0.198873, 720, 549770476255
MSarray_3, 0.164576, 720, 549770476255
MSarray_4, 0.319608, 720, 549770476255
geo, 0.003615, 736, 549770476255
mono, 0.003559, 736, 549770476255
sliced, 0.005569, 736, 549770476255
SQ, 0.004113, 736, 549770476255
HAT, 0.043632, 736, 549770476255
MSarray_2, 0.212428, 736, 549770476255
MSarray_3, 0.131943, 736, 549770476255
MSarray_4, 0.312984, 736, 549770476255
geo, 0.003767, 752, 549770476255
mono, 0.003564, 752, 549770476255
sliced, 0.005690, 752, 549770476255
SQ, 0.004041, 752, 549770476255
HAT, 0.043297, 752, 549770476255
MSarray_2, 0.200505, 752, 549770476255
MSarray_3, 0.125899, 752, 549770476255
MSarray_4, 0.326207, 752, 549770476255
geo, 0.003575, 768, 549770476255
mono, 0.003563, 768, 549770476255
sliced, 0.005609, 768, 549770476255
SQ, 0.003933, 768, 549770476255
HAT, 0.040463, 768, 549770476255
MSarray_2, 0.183621, 768, 549770476255
MSarray_3, 0.125115, 768, 549770476255
MSarray_4, 0.385996, 768, 549770476255
geo, 0.003633, 784, 549770476255
mono, 0.003582, 784, 549770476255
sliced, 0.005526, 784, 549770476255
SQ, 0.003907, 784, 549770476255
HAT, 0.043296, 784, 549770476255
MSarray_2, 0.216770, 784, 549770476255
MSarray_3, 0.147139, 784, 549770476255
MSarray_4, 0.362812, 784, 549770476255
geo, 0.003641, 800, 549770476255
mono, 0.003560, 800, 549770476255
sliced, 0.005464, 800, 549770476255
SQ, 0.003930, 800, 549770476255
HAT, 0.041828, 800, 549770476255
MSarray_2, 0.184670, 800, 549770476255
MSarray_3, 0.195721, 800, 549770476255
MSarray_4, 0.359500, 800, 549770476255
geo, 0.003623, 816, 549770476255
mono, 0.003562, 816, 549770476255
sliced, 0.005569, 816, 549770476255
SQ, 0.003932, 816, 549770476255
HAT, 0.050647, 816, 549770476255
MSarray_2, 0.189035, 816, 549770476255
MSarray_3, 0.146806, 816, 549770476255
MSarray_4, 0.356703, 816, 549770476255
geo, 0.003626, 832, 549770476255
mono, 0.003562, 832, 549770476255
sliced, 0.005593, 832, 549770476255
SQ, 0.003936, 832, 549770476255
HAT, 0.044204, 832, 549770476255
MSarray_2, 0.247328, 832, 549770476255
MSarray_3, 0.158263, 832, 549770476255
MSarray_4, 0.334835, 832, 549770476255
geo, 0.003576, 848, 549770476255
mono, 0.003579, 848, 549770476255
sliced, 0.005530, 848, 549770476255
SQ, 0.003935, 848, 549770476255
HAT, 0.044984, 848, 549770476255
MSarray_2, 0.176292, 848, 549770476255
MSarray_3, 0.181890, 848, 549770476255
MSarray_4, 0.358857, 848, 549770476255
geo, 0.003622, 864, 549770476255
mono, 0.003561, 864, 549770476255
sliced, 0.005634, 864, 549770476255
SQ, 0.003882, 864, 549770476255
HAT, 0.045686, 864, 549770476255
MSarray_2, 0.183263, 864, 549770476255
MSarray_3, 0.178382, 864, 549770476255
MSarray_4, 0.385179, 864, 549770476255
geo, 0.003626, 880, 549770476255
mono, 0.003565, 880, 549770476255
sliced, 0.005629, 880, 549770476255
SQ, 0.003933, 880, 549770476255
HAT, 0.047598, 880, 549770476255
MSarray_2, 0.203223, 880, 549770476255
MSarray_3, 0.190634, 880, 549770476255
MSarray_4, 0.373812, 880, 549770476255
geo, 0.004128, 896, 549770476255
mono, 0.004030, 896, 549770476255
sliced, 0.005593, 896, 549770476255
SQ, 0.007267, 896, 549770476255
HAT, 0.053795, 896, 549770476255
MSarray_2, 0.352479, 896, 549770476255
MSarray_3, 0.193101, 896, 549770476255
MSarray_4, 0.536886, 896, 549770476255
geo, 0.003628, 912, 549770476255
mono, 0.004667, 912, 549770476255
sliced, 0.006303, 912, 549770476255
SQ, 0.003953, 912, 549770476255
HAT, 0.060591, 912, 549770476255
MSarray_2, 0.244086, 912, 549770476255
