array_type,time,element_size
MSarray_2, 0.014248, 1392
MSarray_3, 0.056732, 1392
MSarray_4, 0.092672, 1392
base, 0.036090, 1408
mono, 0.033046, 1408
sliced, 0.038204, 1408
SQ, 0.033914, 1408
HAT, 0.027437, 1408
MSarray_2, 0.013795, 1408
MSarray_3, 0.046913, 1408
MSarray_4, 0.100487, 1408
base, 0.029416, 1424
mono, 0.031186, 1424
sliced, 0.033099, 1424
SQ, 0.034909, 1424
HAT, 0.028142, 1424
MSarray_2, 0.013988, 1424
MSarray_3, 0.051379, 1424
MSarray_4, 0.097752, 1424
base, 0.029573, 1440
mono, 0.030890, 1440
sliced, 0.032366, 1440
SQ, 0.035121, 1440
HAT, 0.028118, 1440
MSarray_2, 0.013923, 1440
MSarray_3, 0.058274, 1440
MSarray_4, 0.100109, 1440
base, 0.032203, 1456
mono, 0.032438, 1456
sliced, 0.038479, 1456
SQ, 0.035093, 1456
HAT, 0.028304, 1456
MSarray_2, 0.014032, 1456
MSarray_3, 0.057948, 1456
MSarray_4, 0.075120, 1456
base, 0.030487, 1472
mono, 0.034637, 1472
sliced, 0.033553, 1472
SQ, 0.034992, 1472
HAT, 0.028517, 1472
MSarray_2, 0.014421, 1472
MSarray_3, 0.060078, 1472
MSarray_4, 0.104884, 1472
base, 0.030745, 1488
mono, 0.032483, 1488
sliced, 0.034093, 1488
SQ, 0.037296, 1488
HAT, 0.029158, 1488
MSarray_2, 0.013938, 1488
MSarray_3, 0.057305, 1488
MSarray_4, 0.104541, 1488
base, 0.031950, 1504
mono, 0.032795, 1504
sliced, 0.034459, 1504
SQ, 0.036458, 1504
HAT, 0.029262, 1504
MSarray_2, 0.013898, 1504
MSarray_3, 0.063977, 1504
MSarray_4, 0.108705, 1504
base, 0.031620, 1520
mono, 0.034118, 1520
sliced, 0.032683, 1520
SQ, 0.035975, 1520
HAT, 0.029517, 1520
MSarray_2, 0.014025, 1520
MSarray_3, 0.054667, 1520
MSarray_4, 0.112771, 1520
base, 0.029425, 1536
mono, 0.031463, 1536
sliced, 0.033514, 1536
SQ, 0.035223, 1536
HAT, 0.029392, 1536
MSarray_2, 0.013634, 1536
MSarray_3, 0.066903, 1536
MSarray_4, 0.105982, 1536
base, 0.030564, 1552
mono, 0.032139, 1552
sliced, 0.035963, 1552
SQ, 0.040687, 1552
HAT, 0.029700, 1552
MSarray_2, 0.013909, 1552
MSarray_3, 0.068444, 1552
MSarray_4, 0.113233, 1552
base, 0.031721, 1568
mono, 0.032986, 1568
sliced, 0.034847, 1568
SQ, 0.036570, 1568
HAT, 0.030096, 1568
MSarray_2, 0.013873, 1568
MSarray_3, 0.069278, 1568
MSarray_4, 0.113818, 1568
