array_type,time,element_size
mono, 0.125113, 1888
sliced, 0.127856, 1888
SQ, 0.128245, 1888
HAT, 0.123738, 1888
MSarray_2, 0.092610, 1888
MSarray_3, 0.170327, 1888
MSarray_4, 0.267846, 1888
base, 0.127311, 1904
mono, 0.126888, 1904
sliced, 0.129990, 1904
SQ, 0.129546, 1904
HAT, 0.125434, 1904
MSarray_2, 0.097748, 1904
MSarray_3, 0.173848, 1904
MSarray_4, 0.286518, 1904
base, 0.127442, 1920
mono, 0.130907, 1920
sliced, 0.127055, 1920
SQ, 0.128392, 1920
HAT, 0.124977, 1920
MSarray_2, 0.092111, 1920
MSarray_3, 0.172802, 1920
MSarray_4, 0.289492, 1920
base, 0.128529, 1936
mono, 0.136834, 1936
sliced, 0.131858, 1936
SQ, 0.138297, 1936
HAT, 0.130744, 1936
MSarray_2, 0.093860, 1936
MSarray_3, 0.175335, 1936
MSarray_4, 0.294364, 1936
base, 0.141373, 1952
mono, 0.130314, 1952
sliced, 0.132137, 1952
SQ, 0.131044, 1952
HAT, 0.133681, 1952
MSarray_2, 0.096314, 1952
MSarray_3, 0.177942, 1952
MSarray_4, 0.302640, 1952
base, 0.132693, 1968
mono, 0.132086, 1968
sliced, 0.135016, 1968
