array_type,time,element_size
MSarray_3, 0.309556, 1104
MSarray_4, 0.510675, 1104
geo, 0.201055, 1104
base, 0.136566, 1120
mono, 0.203545, 1120
sliced, 0.205369, 1120
SQ, 0.204524, 1120
HAT, 0.223166, 1120
MSarray_2, 0.280763, 1120
MSarray_3, 0.279822, 1120
MSarray_4, 0.512279, 1120
geo, 0.206300, 1120
base, 0.144608, 1136
mono, 0.205374, 1136
sliced, 0.206308, 1136
SQ, 0.205079, 1136
HAT, 0.222967, 1136
MSarray_2, 0.284795, 1136
MSarray_3, 0.280419, 1136
MSarray_4, 0.517766, 1136
geo, 0.205707, 1136
base, 0.139940, 1152
mono, 0.205540, 1152
sliced, 0.211485, 1152
SQ, 0.209010, 1152
HAT, 0.226856, 1152
MSarray_2, 0.289666, 1152
MSarray_3, 0.286464, 1152
MSarray_4, 0.537803, 1152
geo, 0.213831, 1152
base, 0.142306, 1168
mono, 0.209212, 1168
sliced, 0.216440, 1168
SQ, 0.210957, 1168
HAT, 0.228901, 1168
MSarray_2, 0.297326, 1168
MSarray_3, 0.381390, 1168
MSarray_4, 0.557883, 1168
geo, 0.214133, 1168
base, 0.147885, 1184
mono, 0.209309, 1184
sliced, 0.211324, 1184
SQ, 0.214042, 1184
HAT, 0.229970, 1184
MSarray_2, 0.292823, 1184
MSarray_3, 0.390284, 1184
MSarray_4, 0.557225, 1184
geo, 0.216840, 1184
base, 0.130240, 1200
mono, 0.203648, 1200
sliced, 0.216208, 1200
SQ, 0.203855, 1200
HAT, 0.226945, 1200
MSarray_2, 0.297777, 1200
MSarray_3, 0.392510, 1200
MSarray_4, 0.565034, 1200
geo, 0.203877, 1200
base, 0.153217, 1216
mono, 0.215466, 1216
sliced, 0.218211, 1216
SQ, 0.212498, 1216
HAT, 0.237199, 1216
MSarray_2, 0.302400, 1216
MSarray_3, 0.328357, 1216
MSarray_4, 0.577556, 1216
geo, 0.218878, 1216
base, 0.151778, 1232
mono, 0.220147, 1232
sliced, 0.219793, 1232
SQ, 0.214956, 1232
HAT, 0.243046, 1232
MSarray_2, 0.318223, 1232
MSarray_3, 0.381319, 1232
MSarray_4, 0.588085, 1232
geo, 0.228459, 1232
base, 0.151935, 1248
mono, 0.220712, 1248
sliced, 0.224163, 1248
SQ, 0.212896, 1248
HAT, 0.242872, 1248
MSarray_2, 0.309443, 1248
MSarray_3, 0.381293, 1248
MSarray_4, 0.590526, 1248
geo, 0.225163, 1248
base, 0.152660, 1264
mono, 0.215295, 1264
sliced, 0.230410, 1264
SQ, 0.226271, 1264
HAT, 0.246410, 1264
MSarray_2, 0.317102, 1264
MSarray_3, 0.356336, 1264
MSarray_4, 0.586315, 1264
geo, 0.226274, 1264
base, 0.145942, 1280
